# FORPRINT: Tue Nov 29 08:32:13 2016
# lambda[um]  F1       F2
  26.22700  5.04e-14  8.96e-15
  26.22800  5.04e-14  8.96e-15
  26.22900  5.04e-14  8.96e-15
  26.23000  5.04e-14  8.96e-15
  26.23100  5.04e-14  8.96e-15
  26.23200  5.04e-14  8.96e-15
  26.23300  5.04e-14  8.96e-15
  26.23400  5.04e-14  8.96e-15
  26.23500  5.04e-14  8.96e-15
  26.23600  5.04e-14  8.96e-15
  26.23700  5.04e-14  8.95e-15
  26.23800  5.04e-14  8.95e-15
  26.23900  5.04e-14  8.95e-15
  26.24000  5.04e-14  8.95e-15
  26.24100  5.04e-14  8.95e-15
  26.24200  5.04e-14  8.95e-15
  26.24300  5.04e-14  8.95e-15
  26.24400  5.04e-14  8.95e-15
  26.24500  5.04e-14  8.95e-15
  26.24600  5.04e-14  8.95e-15
  26.24700  5.04e-14  8.95e-15
  26.24800  5.04e-14  8.95e-15
  26.24900  5.04e-14  8.95e-15
  26.25000  5.04e-14  8.95e-15
  26.25100  5.04e-14  8.95e-15
  26.25200  5.03e-14  8.95e-15
  26.25300  5.03e-14  8.95e-15
  26.25400  5.03e-14  8.95e-15
  26.25500  5.03e-14  8.94e-15
  26.25600  5.03e-14  8.94e-15
  26.25700  5.03e-14  8.94e-15
  26.25800  5.03e-14  8.94e-15
  26.25900  5.03e-14  8.94e-15
  26.26000  5.03e-14  8.94e-15
  26.26100  5.03e-14  8.94e-15
  26.26200  5.03e-14  8.94e-15
  26.26300  5.03e-14  8.94e-15
  26.26400  5.03e-14  8.94e-15
  26.26500  5.03e-14  8.94e-15
  26.26600  5.03e-14  8.94e-15
  26.26700  5.03e-14  8.94e-15
  26.26800  5.03e-14  8.94e-15
  26.26900  5.03e-14  8.94e-15
  26.27000  5.03e-14  8.94e-15
  26.27100  5.03e-14  8.94e-15
  26.27200  5.03e-14  8.94e-15
  26.27300  5.03e-14  8.94e-15
  26.27400  5.03e-14  8.93e-15
  26.27500  5.03e-14  8.93e-15
  26.27600  5.03e-14  8.93e-15
  26.27700  5.03e-14  8.93e-15
  26.27800  5.03e-14  8.93e-15
  26.27900  5.03e-14  8.93e-15
  26.28000  5.03e-14  8.93e-15
  26.28100  5.03e-14  8.93e-15
  26.28200  5.03e-14  8.93e-15
  26.28300  5.03e-14  8.93e-15
  26.28400  5.03e-14  8.93e-15
  26.28500  5.02e-14  8.93e-15
  26.28600  5.02e-14  8.93e-15
  26.28700  5.02e-14  8.93e-15
  26.28800  5.02e-14  8.93e-15
  26.28900  5.02e-14  8.93e-15
  26.29000  5.02e-14  8.93e-15
  26.29100  5.02e-14  8.93e-15
  26.29200  5.02e-14  8.93e-15
  26.29300  5.02e-14  8.92e-15
  26.29400  5.02e-14  8.92e-15
  26.29500  5.02e-14  8.92e-15
  26.29600  5.02e-14  8.92e-15
  26.29700  5.02e-14  8.92e-15
  26.29800  5.02e-14  8.92e-15
  26.29900  5.02e-14  8.92e-15
  26.30000  5.02e-14  8.92e-15
  26.30100  5.02e-14  8.92e-15
  26.30200  5.02e-14  8.92e-15
  26.30300  5.02e-14  8.92e-15
  26.30400  5.02e-14  8.92e-15
  26.30500  5.02e-14  8.92e-15
  26.30600  5.02e-14  8.92e-15
  26.30700  5.02e-14  8.92e-15
  26.30800  5.02e-14  8.92e-15
  26.30900  5.02e-14  8.92e-15
  26.31000  5.02e-14  8.92e-15
  26.31100  5.02e-14  8.92e-15
  26.31200  5.02e-14  8.91e-15
  26.31300  5.02e-14  8.91e-15
  26.31400  5.02e-14  8.91e-15
  26.31500  5.02e-14  8.91e-15
  26.31600  5.02e-14  8.91e-15
  26.31700  5.02e-14  8.91e-15
  26.31800  5.02e-14  8.91e-15
  26.31900  5.01e-14  8.91e-15
  26.32000  5.01e-14  8.91e-15
  26.32100  5.01e-14  8.91e-15
  26.32200  5.01e-14  8.91e-15
  26.32300  5.01e-14  8.91e-15
  26.32400  5.01e-14  8.91e-15
  26.32500  5.01e-14  8.91e-15
  26.32600  5.01e-14  8.91e-15
  26.32700  5.01e-14  8.91e-15
  26.32800  5.01e-14  8.91e-15
  26.32900  5.01e-14  8.91e-15
  26.33000  5.01e-14  8.90e-15
  26.33100  5.01e-14  8.90e-15
  26.33200  5.01e-14  8.90e-15
  26.33300  5.01e-14  8.90e-15
  26.33400  5.01e-14  8.90e-15
  26.33500  5.01e-14  8.90e-15
  26.33600  5.01e-14  8.90e-15
  26.33700  5.01e-14  8.90e-15
  26.33800  5.01e-14  8.90e-15
  26.33900  5.01e-14  8.90e-15
  26.34000  5.01e-14  8.90e-15
  26.34100  5.01e-14  8.90e-15
  26.34200  5.01e-14  8.90e-15
  26.34300  5.01e-14  8.90e-15
  26.34400  5.01e-14  8.90e-15
  26.34500  5.01e-14  8.90e-15
  26.34600  5.01e-14  8.90e-15
  26.34700  5.01e-14  8.90e-15
  26.34800  5.01e-14  8.90e-15
  26.34900  5.01e-14  8.89e-15
  26.35000  5.01e-14  8.89e-15
  26.35100  5.01e-14  8.89e-15
  26.35200  5.00e-14  8.89e-15
  26.35300  5.00e-14  8.89e-15
  26.35400  5.00e-14  8.89e-15
  26.35500  5.00e-14  8.89e-15
  26.35600  5.00e-14  8.89e-15
  26.35700  5.00e-14  8.89e-15
  26.35800  5.00e-14  8.89e-15
  26.35900  5.00e-14  8.89e-15
  26.36000  5.00e-14  8.89e-15
  26.36100  5.00e-14  8.89e-15
  26.36200  5.00e-14  8.89e-15
  26.36300  5.00e-14  8.89e-15
  26.36400  5.00e-14  8.89e-15
  26.36500  5.00e-14  8.89e-15
  26.36600  5.00e-14  8.89e-15
  26.36700  5.00e-14  8.89e-15
  26.36800  5.00e-14  8.88e-15
  26.36900  5.00e-14  8.88e-15
  26.37000  5.00e-14  8.88e-15
  26.37100  5.00e-14  8.88e-15
  26.37200  5.00e-14  8.88e-15
  26.37300  5.00e-14  8.88e-15
  26.37400  5.00e-14  8.88e-15
  26.37500  5.00e-14  8.88e-15
  26.37600  5.00e-14  8.88e-15
  26.37700  5.00e-14  8.88e-15
  26.37800  5.00e-14  8.88e-15
  26.37900  5.00e-14  8.88e-15
  26.38000  5.00e-14  8.88e-15
  26.38100  5.00e-14  8.88e-15
  26.38200  5.00e-14  8.88e-15
  26.38300  5.00e-14  8.88e-15
  26.38400  5.00e-14  8.88e-15
  26.38500  4.99e-14  8.88e-15
  26.38600  4.99e-14  8.87e-15
  26.38700  4.99e-14  8.87e-15
  26.38800  4.99e-14  8.87e-15
  26.38900  4.99e-14  8.87e-15
  26.39000  4.99e-14  8.87e-15
  26.39100  4.99e-14  8.87e-15
  26.39200  4.99e-14  8.87e-15
  26.39300  4.99e-14  8.87e-15
  26.39400  4.99e-14  8.87e-15
  26.39500  4.99e-14  8.87e-15
  26.39600  4.99e-14  8.87e-15
  26.39700  4.99e-14  8.87e-15
  26.39800  4.99e-14  8.87e-15
  26.39900  4.99e-14  8.87e-15
  26.40000  4.99e-14  8.87e-15
  26.40100  4.99e-14  8.87e-15
  26.40200  4.99e-14  8.87e-15
  26.40300  4.99e-14  8.87e-15
  26.40400  4.99e-14  8.87e-15
  26.40500  4.99e-14  8.86e-15
  26.40600  4.99e-14  8.86e-15
  26.40700  4.99e-14  8.86e-15
  26.40800  4.99e-14  8.86e-15
  26.40900  4.99e-14  8.86e-15
  26.41000  4.99e-14  8.86e-15
  26.41100  4.99e-14  8.86e-15
  26.41200  4.99e-14  8.86e-15
  26.41300  4.99e-14  8.86e-15
  26.41400  4.99e-14  8.86e-15
  26.41500  4.99e-14  8.86e-15
  26.41600  4.99e-14  8.86e-15
  26.41700  4.99e-14  8.86e-15
  26.41800  4.98e-14  8.86e-15
  26.41900  4.98e-14  8.86e-15
  26.42000  4.98e-14  8.86e-15
  26.42100  4.98e-14  8.86e-15
  26.42200  4.98e-14  8.86e-15
  26.42300  4.98e-14  8.86e-15
  26.42400  4.98e-14  8.85e-15
  26.42500  4.98e-14  8.85e-15
  26.42600  4.98e-14  8.85e-15
  26.42700  4.98e-14  8.85e-15
  26.42800  4.98e-14  8.85e-15
  26.42900  4.98e-14  8.85e-15
  26.43000  4.98e-14  8.85e-15
  26.43100  4.98e-14  8.85e-15
  26.43200  4.98e-14  8.85e-15
  26.43300  4.98e-14  8.85e-15
  26.43400  4.98e-14  8.85e-15
  26.43500  4.98e-14  8.85e-15
  26.43600  4.98e-14  8.85e-15
  26.43700  4.98e-14  8.85e-15
  26.43800  4.98e-14  8.85e-15
  26.43900  4.98e-14  8.85e-15
  26.44000  4.98e-14  8.85e-15
  26.44100  4.98e-14  8.85e-15
  26.44200  4.98e-14  8.84e-15
  26.44300  4.98e-14  8.84e-15
  26.44400  4.98e-14  8.84e-15
  26.44500  4.98e-14  8.84e-15
  26.44600  4.98e-14  8.84e-15
  26.44700  4.98e-14  8.84e-15
  26.44800  4.98e-14  8.84e-15
  26.44900  4.98e-14  8.84e-15
  26.45000  4.98e-14  8.84e-15
  26.45100  4.97e-14  8.84e-15
  26.45200  4.97e-14  8.84e-15
  26.45300  4.97e-14  8.84e-15
  26.45400  4.97e-14  8.84e-15
  26.45500  4.97e-14  8.84e-15
  26.45600  4.97e-14  8.84e-15
  26.45700  4.97e-14  8.84e-15
  26.45800  4.97e-14  8.84e-15
  26.45900  4.97e-14  8.84e-15
  26.46000  4.97e-14  8.84e-15
  26.46100  4.97e-14  8.83e-15
  26.46200  4.97e-14  8.83e-15
  26.46300  4.97e-14  8.83e-15
  26.46400  4.97e-14  8.83e-15
  26.46500  4.97e-14  8.83e-15
  26.46600  4.97e-14  8.83e-15
  26.46700  4.97e-14  8.83e-15
  26.46800  4.97e-14  8.83e-15
  26.46900  4.97e-14  8.83e-15
  26.47000  4.97e-14  8.83e-15
  26.47100  4.97e-14  8.83e-15
  26.47200  4.97e-14  8.83e-15
  26.47300  4.97e-14  8.83e-15
  26.47400  4.97e-14  8.83e-15
  26.47500  4.97e-14  8.83e-15
  26.47600  4.97e-14  8.83e-15
  26.47700  4.97e-14  8.83e-15
  26.47800  4.97e-14  8.83e-15
  26.47900  4.97e-14  8.83e-15
  26.48000  4.97e-14  8.82e-15
  26.48100  4.97e-14  8.82e-15
  26.48200  4.97e-14  8.82e-15
  26.48300  4.97e-14  8.82e-15
  26.48400  4.96e-14  8.82e-15
  26.48500  4.96e-14  8.82e-15
  26.48600  4.96e-14  8.82e-15
  26.48700  4.96e-14  8.82e-15
  26.48800  4.96e-14  8.82e-15
  26.48900  4.96e-14  8.82e-15
  26.49000  4.96e-14  8.82e-15
  26.49100  4.96e-14  8.82e-15
  26.49200  4.96e-14  8.82e-15
  26.49300  4.96e-14  8.82e-15
  26.49400  4.96e-14  8.82e-15
  26.49500  4.96e-14  8.82e-15
  26.49600  4.96e-14  8.82e-15
  26.49700  4.96e-14  8.82e-15
  26.49800  4.96e-14  8.81e-15
  26.49900  4.96e-14  8.81e-15
  26.50000  4.96e-14  8.81e-15
  26.50100  4.96e-14  8.81e-15
  26.50200  4.96e-14  8.81e-15
  26.50300  4.96e-14  8.81e-15
  26.50400  4.96e-14  8.81e-15
  26.50500  4.96e-14  8.81e-15
  26.50600  4.96e-14  8.81e-15
  26.50700  4.96e-14  8.81e-15
  26.50800  4.96e-14  8.81e-15
  26.50900  4.96e-14  8.81e-15
  26.51000  4.96e-14  8.81e-15
  26.51100  4.96e-14  8.81e-15
  26.51200  4.96e-14  8.81e-15
  26.51300  4.96e-14  8.81e-15
  26.51400  4.96e-14  8.81e-15
  26.51500  4.96e-14  8.81e-15
  26.51600  4.96e-14  8.81e-15
  26.51700  4.96e-14  8.80e-15
  26.51800  4.95e-14  8.80e-15
  26.51900  4.95e-14  8.80e-15
  26.52000  4.95e-14  8.80e-15
  26.52100  4.95e-14  8.80e-15
  26.52200  4.95e-14  8.80e-15
  26.52300  4.95e-14  8.80e-15
  26.52400  4.95e-14  8.80e-15
  26.52500  4.95e-14  8.80e-15
  26.52600  4.95e-14  8.80e-15
  26.52700  4.95e-14  8.80e-15
  26.52800  4.95e-14  8.80e-15
  26.52900  4.95e-14  8.80e-15
  26.53000  4.95e-14  8.80e-15
  26.53100  4.95e-14  8.80e-15
  26.53200  4.95e-14  8.80e-15
  26.53300  4.95e-14  8.80e-15
  26.53400  4.95e-14  8.80e-15
  26.53500  4.95e-14  8.80e-15
  26.53600  4.95e-14  8.79e-15
  26.53700  4.95e-14  8.79e-15
  26.53800  4.95e-14  8.79e-15
  26.53900  4.95e-14  8.79e-15
  26.54000  4.95e-14  8.79e-15
  26.54100  4.95e-14  8.79e-15
  26.54200  4.95e-14  8.79e-15
  26.54300  4.95e-14  8.79e-15
  26.54400  4.95e-14  8.79e-15
  26.54500  4.95e-14  8.79e-15
  26.54600  4.95e-14  8.79e-15
  26.54700  4.95e-14  8.79e-15
  26.54800  4.95e-14  8.79e-15
  26.54900  4.95e-14  8.79e-15
  26.55000  4.95e-14  8.79e-15
  26.55100  4.94e-14  8.79e-15
  26.55200  4.94e-14  8.79e-15
  26.55300  4.94e-14  8.79e-15
  26.55400  4.94e-14  8.78e-15
  26.55500  4.94e-14  8.78e-15
  26.55600  4.94e-14  8.78e-15
  26.55700  4.94e-14  8.78e-15
  26.55800  4.94e-14  8.78e-15
  26.55900  4.94e-14  8.78e-15
  26.56000  4.94e-14  8.78e-15
  26.56100  4.94e-14  8.78e-15
  26.56200  4.94e-14  8.78e-15
  26.56300  4.94e-14  8.78e-15
  26.56400  4.94e-14  8.78e-15
  26.56500  4.94e-14  8.78e-15
  26.56600  4.94e-14  8.78e-15
  26.56700  4.94e-14  8.78e-15
  26.56800  4.94e-14  8.78e-15
  26.56900  4.94e-14  8.78e-15
  26.57000  4.94e-14  8.78e-15
  26.57100  4.94e-14  8.78e-15
  26.57200  4.94e-14  8.78e-15
  26.57300  4.94e-14  8.77e-15
  26.57400  4.94e-14  8.77e-15
  26.57500  4.94e-14  8.77e-15
  26.57600  4.94e-14  8.77e-15
  26.57700  4.94e-14  8.77e-15
  26.57800  4.94e-14  8.77e-15
  26.57900  4.94e-14  8.77e-15
  26.58000  4.94e-14  8.77e-15
  26.58100  4.94e-14  8.77e-15
  26.58200  4.94e-14  8.77e-15
  26.58300  4.94e-14  8.77e-15
  26.58400  4.93e-14  8.77e-15
  26.58500  4.93e-14  8.77e-15
  26.58600  4.93e-14  8.77e-15
  26.58700  4.93e-14  8.77e-15
  26.58800  4.93e-14  8.77e-15
  26.58900  4.93e-14  8.77e-15
  26.59000  4.93e-14  8.77e-15
  26.59100  4.93e-14  8.77e-15
  26.59200  4.93e-14  8.76e-15
  26.59300  4.93e-14  8.76e-15
  26.59400  4.93e-14  8.76e-15
  26.59500  4.93e-14  8.76e-15
  26.59600  4.93e-14  8.76e-15
  26.59700  4.93e-14  8.76e-15
  26.59800  4.93e-14  8.76e-15
  26.59900  4.93e-14  8.76e-15
  26.60000  4.93e-14  8.76e-15
  26.60100  4.93e-14  8.76e-15
  26.60200  4.93e-14  8.76e-15
  26.60300  4.93e-14  8.76e-15
  26.60400  4.93e-14  8.76e-15
  26.60500  4.93e-14  8.76e-15
  26.60600  4.93e-14  8.76e-15
  26.60700  4.93e-14  8.76e-15
  26.60800  4.93e-14  8.76e-15
  26.60900  4.93e-14  8.76e-15
  26.61000  4.93e-14  8.75e-15
  26.61100  4.93e-14  8.75e-15
  26.61200  4.93e-14  8.75e-15
  26.61300  4.93e-14  8.75e-15
  26.61400  4.93e-14  8.75e-15
  26.61500  4.93e-14  8.75e-15
  26.61600  4.93e-14  8.75e-15
  26.61700  4.92e-14  8.75e-15
  26.61800  4.92e-14  8.75e-15
  26.61900  4.92e-14  8.75e-15
  26.62000  4.92e-14  8.75e-15
  26.62100  4.92e-14  8.75e-15
  26.62200  4.92e-14  8.75e-15
  26.62300  4.92e-14  8.75e-15
  26.62400  4.92e-14  8.75e-15
  26.62500  4.92e-14  8.75e-15
  26.62600  4.92e-14  8.75e-15
  26.62700  4.92e-14  8.75e-15
  26.62800  4.92e-14  8.75e-15
  26.62900  4.92e-14  8.74e-15
  26.63000  4.92e-14  8.74e-15
  26.63100  4.92e-14  8.74e-15
  26.63200  4.92e-14  8.74e-15
  26.63300  4.92e-14  8.74e-15
  26.63400  4.92e-14  8.74e-15
  26.63500  4.92e-14  8.74e-15
  26.63600  4.92e-14  8.74e-15
  26.63700  4.92e-14  8.74e-15
  26.63800  4.92e-14  8.74e-15
  26.63900  4.92e-14  8.74e-15
  26.64000  4.92e-14  8.74e-15
  26.64100  4.92e-14  8.74e-15
  26.64200  4.92e-14  8.74e-15
  26.64300  4.92e-14  8.74e-15
  26.64400  4.92e-14  8.74e-15
  26.64500  4.92e-14  8.74e-15
  26.64600  4.92e-14  8.74e-15
  26.64700  4.92e-14  8.74e-15
  26.64800  4.92e-14  8.73e-15
  26.64900  4.92e-14  8.73e-15
  26.65000  4.91e-14  8.73e-15
  26.65100  4.91e-14  8.73e-15
  26.65200  4.91e-14  8.73e-15
  26.65300  4.91e-14  8.73e-15
  26.65400  4.91e-14  8.73e-15
  26.65500  4.91e-14  8.73e-15
  26.65600  4.91e-14  8.73e-15
  26.65700  4.91e-14  8.73e-15
  26.65800  4.91e-14  8.73e-15
  26.65900  4.91e-14  8.73e-15
  26.66000  4.91e-14  8.73e-15
  26.66100  4.91e-14  8.73e-15
  26.66200  4.91e-14  8.73e-15
  26.66300  4.91e-14  8.73e-15
  26.66400  4.91e-14  8.73e-15
  26.66500  4.91e-14  8.73e-15
  26.66600  4.91e-14  8.73e-15
  26.66700  4.91e-14  8.72e-15
  26.66800  4.91e-14  8.72e-15
  26.66900  4.91e-14  8.72e-15
  26.67000  4.91e-14  8.72e-15
  26.67100  4.91e-14  8.72e-15
  26.67200  4.91e-14  8.72e-15
  26.67300  4.91e-14  8.72e-15
  26.67400  4.91e-14  8.72e-15
  26.67500  4.91e-14  8.72e-15
  26.67600  4.91e-14  8.72e-15
  26.67700  4.91e-14  8.72e-15
  26.67800  4.91e-14  8.72e-15
  26.67900  4.91e-14  8.72e-15
  26.68000  4.91e-14  8.72e-15
  26.68100  4.91e-14  8.72e-15
  26.68200  4.91e-14  8.72e-15
  26.68300  4.90e-14  8.72e-15
  26.68400  4.90e-14  8.72e-15
  26.68500  4.90e-14  8.71e-15
  26.68600  4.90e-14  8.71e-15
  26.68700  4.90e-14  8.71e-15
  26.68800  4.90e-14  8.71e-15
  26.68900  4.90e-14  8.71e-15
  26.69000  4.90e-14  8.71e-15
  26.69100  4.90e-14  8.71e-15
  26.69200  4.90e-14  8.71e-15
  26.69300  4.90e-14  8.71e-15
  26.69400  4.90e-14  8.71e-15
  26.69500  4.90e-14  8.71e-15
  26.69600  4.90e-14  8.71e-15
  26.69700  4.90e-14  8.71e-15
  26.69800  4.90e-14  8.71e-15
  26.69900  4.90e-14  8.71e-15
  26.70000  4.90e-14  8.71e-15
  26.70100  4.90e-14  8.71e-15
  26.70200  4.90e-14  8.71e-15
  26.70300  4.90e-14  8.71e-15
  26.70400  4.90e-14  8.70e-15
  26.70500  4.90e-14  8.70e-15
  26.70600  4.90e-14  8.70e-15
  26.70700  4.90e-14  8.70e-15
  26.70800  4.90e-14  8.70e-15
  26.70900  4.90e-14  8.70e-15
  26.71000  4.90e-14  8.70e-15
  26.71100  4.90e-14  8.70e-15
  26.71200  4.90e-14  8.70e-15
  26.71300  4.90e-14  8.70e-15
  26.71400  4.90e-14  8.70e-15
  26.71500  4.90e-14  8.70e-15
  26.71600  4.89e-14  8.70e-15
  26.71700  4.89e-14  8.70e-15
  26.71800  4.89e-14  8.70e-15
  26.71900  4.89e-14  8.70e-15
  26.72000  4.89e-14  8.70e-15
  26.72100  4.89e-14  8.70e-15
  26.72200  4.89e-14  8.70e-15
  26.72300  4.89e-14  8.69e-15
  26.72400  4.89e-14  8.69e-15
  26.72500  4.89e-14  8.69e-15
  26.72600  4.89e-14  8.69e-15
  26.72700  4.89e-14  8.69e-15
  26.72800  4.89e-14  8.69e-15
  26.72900  4.89e-14  8.69e-15
  26.73000  4.89e-14  8.69e-15
  26.73100  4.89e-14  8.69e-15
  26.73200  4.89e-14  8.69e-15
  26.73300  4.89e-14  8.69e-15
  26.73400  4.89e-14  8.69e-15
  26.73500  4.89e-14  8.69e-15
  26.73600  4.89e-14  8.69e-15
  26.73700  4.89e-14  8.69e-15
  26.73800  4.89e-14  8.69e-15
  26.73900  4.89e-14  8.69e-15
  26.74000  4.89e-14  8.69e-15
  26.74100  4.89e-14  8.68e-15
  26.74200  4.89e-14  8.68e-15
  26.74300  4.89e-14  8.68e-15
  26.74400  4.89e-14  8.68e-15
  26.74500  4.89e-14  8.68e-15
  26.74600  4.89e-14  8.68e-15
  26.74700  4.89e-14  8.68e-15
  26.74800  4.89e-14  8.68e-15
  26.74900  4.89e-14  8.68e-15
  26.75000  4.88e-14  8.68e-15
  26.75100  4.88e-14  8.68e-15
  26.75200  4.88e-14  8.68e-15
  26.75300  4.88e-14  8.68e-15
  26.75400  4.88e-14  8.68e-15
  26.75500  4.88e-14  8.68e-15
  26.75600  4.88e-14  8.68e-15
  26.75700  4.88e-14  8.68e-15
  26.75800  4.88e-14  8.68e-15
  26.75900  4.88e-14  8.68e-15
  26.76000  4.88e-14  8.67e-15
  26.76100  4.88e-14  8.67e-15
  26.76200  4.88e-14  8.67e-15
  26.76300  4.88e-14  8.67e-15
  26.76400  4.88e-14  8.67e-15
  26.76500  4.88e-14  8.67e-15
  26.76600  4.88e-14  8.67e-15
  26.76700  4.88e-14  8.67e-15
  26.76800  4.88e-14  8.67e-15
  26.76900  4.88e-14  8.67e-15
  26.77000  4.88e-14  8.67e-15
  26.77100  4.88e-14  8.67e-15
  26.77200  4.88e-14  8.67e-15
  26.77300  4.88e-14  8.67e-15
  26.77400  4.88e-14  8.67e-15
  26.77500  4.88e-14  8.67e-15
  26.77600  4.88e-14  8.67e-15
  26.77700  4.88e-14  8.67e-15
  26.77800  4.88e-14  8.67e-15
  26.77900  4.88e-14  8.66e-15
  26.78000  4.88e-14  8.66e-15
  26.78100  4.88e-14  8.66e-15
  26.78200  4.88e-14  8.66e-15
  26.78300  4.87e-14  8.66e-15
  26.78400  4.87e-14  8.66e-15
  26.78500  4.87e-14  8.66e-15
  26.78600  4.87e-14  8.66e-15
  26.78700  4.87e-14  8.66e-15
  26.78800  4.87e-14  8.66e-15
  26.78900  4.87e-14  8.66e-15
  26.79000  4.87e-14  8.66e-15
  26.79100  4.87e-14  8.66e-15
  26.79200  4.87e-14  8.66e-15
  26.79300  4.87e-14  8.66e-15
  26.79400  4.87e-14  8.66e-15
  26.79500  4.87e-14  8.66e-15
  26.79600  4.87e-14  8.66e-15
  26.79700  4.87e-14  8.65e-15
  26.79800  4.87e-14  8.65e-15
  26.79900  4.87e-14  8.65e-15
  26.80000  4.87e-14  8.65e-15
  26.80100  4.87e-14  8.65e-15
  26.80200  4.87e-14  8.65e-15
  26.80300  4.87e-14  8.65e-15
  26.80400  4.87e-14  8.65e-15
  26.80500  4.87e-14  8.65e-15
  26.80600  4.87e-14  8.65e-15
  26.80700  4.87e-14  8.65e-15
  26.80800  4.87e-14  8.65e-15
  26.80900  4.87e-14  8.65e-15
  26.81000  4.87e-14  8.65e-15
  26.81100  4.87e-14  8.65e-15
  26.81200  4.87e-14  8.65e-15
  26.81300  4.87e-14  8.65e-15
  26.81400  4.87e-14  8.65e-15
  26.81500  4.87e-14  8.65e-15
  26.81600  4.86e-14  8.64e-15
  26.81700  4.86e-14  8.64e-15
  26.81800  4.86e-14  8.64e-15
  26.81900  4.86e-14  8.64e-15
  26.82000  4.86e-14  8.64e-15
  26.82100  4.86e-14  8.64e-15
  26.82200  4.86e-14  8.64e-15
  26.82300  4.86e-14  8.64e-15
  26.82400  4.86e-14  8.64e-15
  26.82500  4.86e-14  8.64e-15
  26.82600  4.86e-14  8.64e-15
  26.82700  4.86e-14  8.64e-15
  26.82800  4.86e-14  8.64e-15
  26.82900  4.86e-14  8.64e-15
  26.83000  4.86e-14  8.64e-15
  26.83100  4.86e-14  8.64e-15
  26.83200  4.86e-14  8.64e-15
  26.83300  4.86e-14  8.64e-15
  26.83400  4.86e-14  8.64e-15
  26.83500  4.86e-14  8.63e-15
  26.83600  4.86e-14  8.63e-15
  26.83700  4.86e-14  8.63e-15
  26.83800  4.86e-14  8.63e-15
  26.83900  4.86e-14  8.63e-15
  26.84000  4.86e-14  8.63e-15
  26.84100  4.86e-14  8.63e-15
  26.84200  4.86e-14  8.63e-15
  26.84300  4.86e-14  8.63e-15
  26.84400  4.86e-14  8.63e-15
  26.84500  4.86e-14  8.63e-15
  26.84600  4.86e-14  8.63e-15
  26.84700  4.86e-14  8.63e-15
  26.84800  4.86e-14  8.63e-15
  26.84900  4.85e-14  8.63e-15
  26.85000  4.85e-14  8.63e-15
  26.85100  4.85e-14  8.63e-15
  26.85200  4.85e-14  8.63e-15
  26.85300  4.85e-14  8.62e-15
  26.85400  4.85e-14  8.62e-15
  26.85500  4.85e-14  8.62e-15
  26.85600  4.85e-14  8.62e-15
  26.85700  4.85e-14  8.62e-15
  26.85800  4.85e-14  8.62e-15
  26.85900  4.85e-14  8.62e-15
  26.86000  4.85e-14  8.62e-15
  26.86100  4.85e-14  8.62e-15
  26.86200  4.85e-14  8.62e-15
  26.86300  4.85e-14  8.62e-15
  26.86400  4.85e-14  8.62e-15
  26.86500  4.85e-14  8.62e-15
  26.86600  4.85e-14  8.62e-15
  26.86700  4.85e-14  8.62e-15
  26.86800  4.85e-14  8.62e-15
  26.86900  4.85e-14  8.62e-15
  26.87000  4.85e-14  8.62e-15
  26.87100  4.85e-14  8.62e-15
  26.87200  4.85e-14  8.61e-15
  26.87300  4.85e-14  8.61e-15
  26.87400  4.85e-14  8.61e-15
  26.87500  4.85e-14  8.61e-15
  26.87600  4.85e-14  8.61e-15
  26.87700  4.85e-14  8.61e-15
  26.87800  4.85e-14  8.61e-15
  26.87900  4.85e-14  8.61e-15
  26.88000  4.85e-14  8.61e-15
  26.88100  4.85e-14  8.61e-15
  26.88200  4.84e-14  8.61e-15
  26.88300  4.84e-14  8.61e-15
  26.88400  4.84e-14  8.61e-15
  26.88500  4.84e-14  8.61e-15
  26.88600  4.84e-14  8.61e-15
  26.88700  4.84e-14  8.61e-15
  26.88800  4.84e-14  8.61e-15
  26.88900  4.84e-14  8.61e-15
  26.89000  4.84e-14  8.61e-15
  26.89100  4.84e-14  8.60e-15
  26.89200  4.84e-14  8.60e-15
  26.89300  4.84e-14  8.60e-15
  26.89400  4.84e-14  8.60e-15
  26.89500  4.84e-14  8.60e-15
  26.89600  4.84e-14  8.60e-15
  26.89700  4.84e-14  8.60e-15
  26.89800  4.84e-14  8.60e-15
  26.89900  4.84e-14  8.60e-15
  26.90000  4.84e-14  8.60e-15
  26.90100  4.84e-14  8.60e-15
  26.90200  4.84e-14  8.60e-15
  26.90300  4.84e-14  8.60e-15
  26.90400  4.84e-14  8.60e-15
  26.90500  4.84e-14  8.60e-15
  26.90600  4.84e-14  8.60e-15
  26.90700  4.84e-14  8.60e-15
  26.90800  4.84e-14  8.60e-15
  26.90900  4.84e-14  8.59e-15
  26.91000  4.84e-14  8.59e-15
  26.91100  4.84e-14  8.59e-15
  26.91200  4.84e-14  8.59e-15
  26.91300  4.84e-14  8.59e-15
  26.91400  4.84e-14  8.59e-15
  26.91500  4.83e-14  8.59e-15
  26.91600  4.83e-14  8.59e-15
  26.91700  4.83e-14  8.59e-15
  26.91800  4.83e-14  8.59e-15
  26.91900  4.83e-14  8.59e-15
  26.92000  4.83e-14  8.59e-15
  26.92100  4.83e-14  8.59e-15
  26.92200  4.83e-14  8.59e-15
  26.92300  4.83e-14  8.59e-15
  26.92400  4.83e-14  8.59e-15
